#     t_0 (HJD)       u_0    t_E (d)     rho 
# 2458310.77700  0.006689    15.8860 0.00010 
# 
# Data are perfect.
2.458184441188062541e+06 1.941598593469641187e+01 1.085736204758129542e-02
2.458184547130043153e+06 1.941598488411646883e+01 1.085736204758129542e-02
2.458184653072023764e+06 1.941598382927789146e+01 1.085736204758129542e-02
2.458184759014004376e+06 1.941598277016007046e+01 1.085736204758129542e-02
2.458184864955984987e+06 1.941598170674227930e+01 1.085736204758129542e-02
2.458184970897966065e+06 1.941598063900368132e+01 1.085736204758129542e-02
2.458185076839946676e+06 1.941597956692332616e+01 1.085736204758129542e-02
2.458185182781927288e+06 1.941597849048013202e+01 1.085736204758129542e-02
2.458185288723907899e+06 1.941597740965290697e+01 1.085736204758129542e-02
2.458185394665888511e+06 1.941597632442034183e+01 1.085736204758129542e-02
2.458185500607869122e+06 1.941597523476099596e+01 1.085736204758129542e-02
2.458185606549849734e+06 1.941597414065332572e+01 1.085736204758129542e-02
2.458185712491830345e+06 1.941597304207564534e+01 1.085736204758129542e-02
2.458185818433810957e+06 1.941597193900616247e+01 1.085736204758129542e-02
2.458185924375792034e+06 1.941597083142294977e+01 1.085736204758129542e-02
2.458186030317772646e+06 1.941596971930397331e+01 1.085736204758129542e-02
2.458186136259753257e+06 1.941596860262704993e+01 1.085736204758129542e-02
2.458186242201733869e+06 1.941596748136988992e+01 1.085736204758129542e-02
2.458186348143714480e+06 1.941596635551006855e+01 1.085736204758129542e-02
2.458186454085695092e+06 1.941596522502503319e+01 1.085736204758129542e-02
2.458186560027675703e+06 1.941596408989210687e+01 1.085736204758129542e-02
2.458186665969656315e+06 1.941596295008848116e+01 1.085736204758129542e-02
2.458186771911636926e+06 1.941596180559121976e+01 1.085736204758129542e-02
2.458186877853617538e+06 1.941596065637725488e+01 1.085736204758129542e-02
2.458186983795598615e+06 1.941595950242338020e+01 1.085736204758129542e-02
2.458187089737579226e+06 1.941595834370627216e+01 1.085736204758129542e-02
2.458187195679559838e+06 1.941595718020246508e+01 1.085736204758129542e-02
2.458187301621540450e+06 1.941595601188835474e+01 1.085736204758129542e-02
2.458187407563521061e+06 1.941595483874020545e+01 1.085736204758129542e-02
2.458187513505501673e+06 1.941595366073415363e+01 1.085736204758129542e-02
2.458187619447482284e+06 1.941595247784618294e+01 1.085736204758129542e-02
2.458187725389462896e+06 1.941595129005215625e+01 1.085736204758129542e-02
2.458187831331443507e+06 1.941595009732778720e+01 1.085736204758129542e-02
2.458187937273424119e+06 1.941594889964865089e+01 1.085736204758129542e-02
2.458188043215405196e+06 1.941594769699018030e+01 1.085736204758129542e-02
2.458188149157385807e+06 1.941594648932768052e+01 1.085736204758129542e-02
2.458188255099366419e+06 1.941594527663630387e+01 1.085736204758129542e-02
2.458188361041347031e+06 1.941594405889105346e+01 1.085736204758129542e-02
2.458188466983327642e+06 1.941594283606680094e+01 1.085736204758129542e-02
2.458188572925308254e+06 1.941594160813826520e+01 1.085736204758129542e-02
2.458188678867288865e+06 1.941594037508002302e+01 1.085736204758129542e-02
2.458188784809269477e+06 1.941593913686649842e+01 1.085736204758129542e-02
2.458188890751250088e+06 1.941593789347197330e+01 1.085736204758129542e-02
2.458188996693231165e+06 1.941593664487057680e+01 1.085736204758129542e-02
2.458189102635211777e+06 1.941593539103629595e+01 1.085736204758129542e-02
2.458189208577192388e+06 1.941593413194296147e+01 1.085736204758129542e-02
2.458189314519173000e+06 1.941593286756424774e+01 1.085736204758129542e-02
2.458189420461153612e+06 1.941593159787367995e+01 1.085736204758129542e-02
2.458189526403134223e+06 1.941593032284463760e+01 1.085736204758129542e-02
2.458189632345114835e+06 1.941592904245033324e+01 1.085736204758129542e-02
2.458189738287095446e+06 1.941592775666382664e+01 1.085736204758129542e-02
2.458189844229076058e+06 1.941592646545802481e+01 1.085736204758129542e-02
2.458189950171056669e+06 1.941592516880567487e+01 1.085736204758129542e-02
2.458190056113037746e+06 1.941592386667935699e+01 1.085736204758129542e-02
2.458190162055018358e+06 1.941592255905151276e+01 1.085736204758129542e-02
2.458190267996998969e+06 1.941592124589439905e+01 1.085736204758129542e-02
2.458190373938979581e+06 1.941591992718012349e+01 1.085736204758129542e-02
2.458190479880960193e+06 1.941591860288062676e+01 1.085736204758129542e-02
2.458190585822940804e+06 1.941591727296768255e+01 1.085736204758129542e-02
2.458190691764921416e+06 1.941591593741290822e+01 1.085736204758129542e-02
2.458190797706902027e+06 1.941591459618774707e+01 1.085736204758129542e-02
2.458190903648882639e+06 1.941591324926346829e+01 1.085736204758129542e-02
2.458191009590863716e+06 1.941591189661118477e+01 1.085736204758129542e-02
2.458191115532844327e+06 1.941591053820184598e+01 1.085736204758129542e-02
2.458191221474824939e+06 1.941590917400620597e+01 1.085736204758129542e-02
2.458191327416805550e+06 1.941590780399486604e+01 1.085736204758129542e-02
2.458191433358786162e+06 1.941590642813824630e+01 1.085736204758129542e-02
2.458191539300766774e+06 1.941590504640659276e+01 1.085736204758129542e-02
2.458191645242747385e+06 1.941590365876998447e+01 1.085736204758129542e-02
